Description,GroundTruth,Ratings,Review Date,Review Title,Site
I visited Greece on March and stambled upon this great Greek dinner. It was an authentic Greek experience we enjoyed the Kaneloni the brilli salad and various greek starters with some nice local wine. The atmosphere was perfect and the waiters where polite and keen...More,positive,5,24-Mar-18,One of the best Greek experiences,
"Friendly people.
Tasty food.
Good prices for good amount of food.
very central location
You must go to Larissa but for sure you have to go to Kitrina Gantia!!!!",positive,5,29-Dec-17,ALL PERFECT,
"Portions are big and tasty,red wine extraordinary good for the price of 2 euros for glass,reasonable prices for very good food,service is good,waitress friendly(she even gave us her powerbank to revive our tablet).Nice atmosphere and interesting interior of this restaurant.",positive,5,26-Jul-17,Excellent in every way,
"Following the recommendation of the hotel front desk, we found this restaurant. The food was great, and the drink was nice. We liked the service. The staff not only introduced us specifies of the day but also chatted with us about the wine and raki...More",positive,5,26-Jun-17,Decent Food and Superb Service,
I had an excellent dinner here. The portions were far bigger that I expected at the prices. The food was superb and the staff friendly.,positive,5,24-Feb-17,Superb food at resonable prices,
"During my stay in larisa this summer i had the opportunity to eat there with my students and myself twice a week or sometimes every evening.
The staff is very friendly. 
The best carbonara in Larisa, best burger and great bbq plater.Also their salads are...More",positive,5,10-Oct-19,Best restaurant with great music,
"During my 4 month stay in Larisa as a site manager I used to go with big groups of people to eat or sometimes by myself, great selection of food and the staff very helpful.",positive,5,10-Oct-19,"Fantastic food, great location and lovely people.",
"Excellent food, nice environment, large portions, very reasonable prices, helpful staff.  They even treated us to non-alcoholic limoncello (we have kids) and a double-portion of dessert.  We would definitely go again.  Highly-recommended.",positive,5,2-Jan-19,Superb,
"The best place in Frourio, for dinner..or whatever time you wanna go! Clean, tasty plates, even more amazing dessert!
 The stuff is kind, friendly,smiley and make you feel welcome! 
The red wine is the best choice, to choose alongside your dinner... 
I suggest it without...More",positive,5,22-Oct-18,"Best Place For Dinner in ""Frourio""",
"We had dinner there and it was very good. Nice music and very nice atmosphere. I loved the dessert, that brownie it was really tasty!",positive,5,19-Aug-18,Nice place ,
I visited Greece on March and stambled upon this great Greek dinner. It was an authentic Greek experience we enjoyed the Kaneloni the brilli salad and various greek starters with some nice local wine. The atmosphere was perfect and the waiters where polite and keen...More,positive,5,24-Mar-18,One of the best Greek experiences,
"Friendly people.
Tasty food.
Good prices for good amount of food.
very central location
You must go to Larissa but for sure you have to go to Kitrina Gantia!!!!",positive,5,29-Dec-17,ALL PERFECT,
"Portions are big and tasty,red wine extraordinary good for the price of 2 euros for glass,reasonable prices for very good food,service is good,waitress friendly(she even gave us her powerbank to revive our tablet).Nice atmosphere and interesting interior of this restaurant.",positive,5,26-Jul-17,Excellent in every way,
"Following the recommendation of the hotel front desk, we found this restaurant. The food was great, and the drink was nice. We liked the service. The staff not only introduced us specifies of the day but also chatted with us about the wine and raki...More",positive,5,26-Jun-17,Decent Food and Superb Service,
I had an excellent dinner here. The portions were far bigger that I expected at the prices. The food was superb and the staff friendly.,positive,5,24-Feb-17,Superb food at resonable prices,
"During my stay in larisa this summer i had the opportunity to eat there with my students and myself twice a week or sometimes every evening.
The staff is very friendly. 
The best carbonara in Larisa, best burger and great bbq plater.Also their salads are...More",positive,5,10-Oct-19,Best restaurant with great music,
"During my 4 month stay in Larisa as a site manager I used to go with big groups of people to eat or sometimes by myself, great selection of food and the staff very helpful.",positive,5,10-Oct-19,"Fantastic food, great location and lovely people.",
"Excellent food, nice environment, large portions, very reasonable prices, helpful staff.  They even treated us to non-alcoholic limoncello (we have kids) and a double-portion of dessert.  We would definitely go again.  Highly-recommended.",positive,5,2-Jan-19,Superb,
"The best place in Frourio, for dinner..or whatever time you wanna go! Clean, tasty plates, even more amazing dessert!
 The stuff is kind, friendly,smiley and make you feel welcome! 
The red wine is the best choice, to choose alongside your dinner... 
I suggest it without...More",positive,5,22-Oct-18,"Best Place For Dinner in ""Frourio""",
"We had dinner there and it was very good. Nice music and very nice atmosphere. I loved the dessert, that brownie it was really tasty!",positive,5,19-Aug-18,Nice place ,
I visited Greece on March and stambled upon this great Greek dinner. It was an authentic Greek experience we enjoyed the Kaneloni the brilli salad and various greek starters with some nice local wine. The atmosphere was perfect and the waiters where polite and keen...More,positive,5,24-Mar-18,One of the best Greek experiences,
"Friendly people.
Tasty food.
Good prices for good amount of food.
very central location
You must go to Larissa but for sure you have to go to Kitrina Gantia!!!!",positive,5,29-Dec-17,ALL PERFECT,
"Portions are big and tasty,red wine extraordinary good for the price of 2 euros for glass,reasonable prices for very good food,service is good,waitress friendly(she even gave us her powerbank to revive our tablet).Nice atmosphere and interesting interior of this restaurant.",positive,5,26-Jul-17,Excellent in every way,
"Following the recommendation of the hotel front desk, we found this restaurant. The food was great, and the drink was nice. We liked the service. The staff not only introduced us specifies of the day but also chatted with us about the wine and raki...More",positive,5,26-Jun-17,Decent Food and Superb Service,
I had an excellent dinner here. The portions were far bigger that I expected at the prices. The food was superb and the staff friendly.,positive,5,24-Feb-17,Superb food at resonable prices,
"During my stay in larisa this summer i had the opportunity to eat there with my students and myself twice a week or sometimes every evening.
The staff is very friendly. 
The best carbonara in Larisa, best burger and great bbq plater.Also their salads are...More",positive,5,10-Oct-19,Best restaurant with great music,
"During my 4 month stay in Larisa as a site manager I used to go with big groups of people to eat or sometimes by myself, great selection of food and the staff very helpful.",positive,5,10-Oct-19,"Fantastic food, great location and lovely people.",
"Excellent food, nice environment, large portions, very reasonable prices, helpful staff.  They even treated us to non-alcoholic limoncello (we have kids) and a double-portion of dessert.  We would definitely go again.  Highly-recommended.",positive,5,2-Jan-19,Superb,
"The best place in Frourio, for dinner..or whatever time you wanna go! Clean, tasty plates, even more amazing dessert!
 The stuff is kind, friendly,smiley and make you feel welcome! 
The red wine is the best choice, to choose alongside your dinner... 
I suggest it without...More",positive,5,22-Oct-18,"Best Place For Dinner in ""Frourio""",
